,real03,imag17,imag75,real89,real43,real79,imag09,real55,real65,imag65,imag69,real05,real59,imag97,imag43,real49,imag83,real35,imag81,imag21,real57,imag29,imag25,imag59,imag03,imag31,imag87,imag85,real77,real15,real97,imag95,real75,imag49,imag73,imag47,real21,imag93,imag61,real69,imag91,imag01,imag23,real81,imag41,real53,imag71,imag55,real09,imag79,real37,real61,real07,real73,real33,imag11,real99,imag77,real23,imag27,real19,imag33,apparent_power,real63,real83,imag67,imag07,imag15,real95,imag45,label,real39,real67,imag37,real41,imag05,real87,real_power,real91,real25,real71,imag99,real13,real29,real17,real85,imag35,real27,real01,imag51,imag89,imag13,nonactive_power,imag53,real31,imag19,real47,real11,imag57,real45,imag63,real93,imag39,real51
0,0.5704312289485686,0.24710601433770307,0.6341204965723346,0.12610614087317518,0.11383471852619992,0.18358487265228748,0.069707937830153,0.48065965724999216,0.2413854164046022,0.019012139934179176,0.12877369781992826,0.49640989516380296,0.4507498054853115,0.06296686402733775,0.1000689642590564,0.5559120043283999,0.9617478985878036,0.13208473771284218,0.3740879482563667,0.4492753445476504,0.13875395872257446,0.46367369832194333,0.30013354284527904,0.3245369405718443,0.3452307962114952,0.14190127366580413,0.07480554744116776,0.2934273971768574,0.11810438994585679,0.46693544922707,0.24209386685459897,0.151303342358703,0.2106785910119971,0.04522765385355487,0.43591418755358063,0.5123930445767472,0.05674976740875906,0.1007751502903386,0.2444778124428517,0.25498750939178083,0.18390457095809926,0.7436654389494618,0.09101072504782592,0.10156413391040356,0.12655374482969545,0.17384645438903143,0.3596730443185659,0.13637210045803744,0.035270280573807086,0.3057132572077804,0.7888508240391534,0.30861510650419677,0.1414601382872205,0.08797081062532226,0.3141955280156472,0.3070644908469104,0.6135417115036185,0.28548176459128977,0.15972751570655105,0.12244246274834242,0.5210713454366044,0.26392914840880904,3.3836570830276043,0.5689219073759735,0.13853195147136427,0.6418175026033885,0.09997104583351632,0.1112652035731212,0.5344751467444275,0.07543399299376778,0.0,0.04320029362089417,0.24857256726328858,0.17081046774878245,0.005456957346057251,0.3453263002596598,0.09819905794746406,0.24462530057981208,0.08953736205404673,0.5352746492506335,0.009259380692718505,0.039482197501927496,0.3072093647500286,0.3000203780646469,0.1293505187517453,0.3843718476976147,0.03590130138012705,0.0057335669208134765,0.5193954471883436,0.008942394874104309,0.3178507830679011,0.017840486203222844,13.831999695075055,0.5530241706414193,0.18692303095910434,0.0989162077904101,0.0781894609100807,0.36612162766714296,0.2087137252053887,0.18705371358895342,0.21765483463799767,0.21528288669512133,0.1071282339716598,0.5349945480469044
1,0.11299672519721014,0.689745775254016,0.3523761293036407,0.2492094787997406,0.5803944400148373,0.40266926186449736,0.43527353669095464,0.14498462031194204,0.21284447112424212,0.07628244449803823,0.20511747835238608,0.04261778264312044,0.2634258177633203,0.33899799238988637,0.17896746385937312,0.13977011935702102,0.22678191768059833,0.13056163959725256,0.2047346502937737,0.09897712136538031,0.3984329048577996,0.09320810358214252,0.14492167786965468,0.45836584130659797,0.008156012845689009,0.06738053262544598,0.01511400707274977,0.28575656849512066,0.2213241640059021,0.24415432580287277,0.1272096455920873,0.2513238951418175,0.13744263427187126,0.4650040373035394,0.020235951102762884,0.4612286609088261,0.6493216997768874,0.03179574565271645,0.3322322852740933,0.5434070943542608,0.4233233614190804,0.6927120403783529,0.09117137088202269,0.3648435816998742,0.011282806683978297,0.15113418335753553,0.15006863680373622,0.040403613674388696,0.19877896323154715,0.5577048157357433,0.46499717115168376,0.6308354089822461,0.6347306852986128,0.2193651043110514,0.20584072443324292,0.4448638448941525,0.2730503623579726,0.2109218800407568,0.27028321362908997,0.37127776612181496,0.2975343142106799,0.7200958577889406,3.3884453573115665,0.3213827628721159,0.04486027229896811,0.5059414210583354,0.059076171139781114,0.24380449708875895,0.7098932183819298,0.03951209170860958,0.0,0.6305427295806645,0.19281082111547038,0.026610999249316758,0.3645623330024784,0.27990020058372667,0.23085888606064237,-0.028978508049506715,0.05242964494960506,0.2183645834127878,0.02021143557002883,0.4039872178041993,0.2800408376273013,0.20874209910778327,0.05273222151369178,0.23072187865955257,0.050622283867447215,0.06665668912106051,0.3402893070561494,0.37914634569033706,0.3239847012702887,0.09141188172191814,116.92960008578655,0.1256364514304388,0.05807652324018503,0.03430914870485681,0.04933843969443126,0.6749530238532138,0.2992998579386782,0.22077883284126304,0.6194888761687546,0.37989485519502564,0.764095803705445,0.2697691309001774
2,0.016076136483730463,0.4055019337837753,0.09362822380008698,0.3210578319631433,0.5100964326936598,0.1479939198915123,0.28617603996542207,0.07542812034729048,0.3084666006749657,0.05288961545616891,0.040069377433705713,0.7640268549243723,0.18376053025563666,0.15173520688519995,0.435760079437485,0.5830411069525179,0.33996226414667086,0.0383436573617294,0.08641913320549355,0.918920436819205,0.377593012041997,0.6454587597339076,0.11235491946770057,0.19114344542686906,0.532414735553543,0.2328672206504594,0.16986649065456605,0.3790282183232803,0.09121680453928682,0.19676430104148668,0.020943067416275385,0.35551826323335695,0.03769839686880935,0.6021002000080733,0.39297200449089464,0.08570894803652698,0.09995005232258061,0.29332459364653274,0.6107629279023794,0.3376433560568456,0.0105922836773511,0.26500802574517685,0.062399178520694654,0.09742070187381907,0.5167693402767899,0.1297317321518511,0.5556042477771523,0.40562097881771386,0.5612986363957166,0.16712826215677407,0.46721240480784476,0.04035870497148733,0.4184499890871597,0.055008069276319654,0.28713780375134906,0.12974506684388326,0.11167418598901435,0.3580124772692044,0.3956581584083013,0.004412460178740196,0.06917842764880189,0.5431679629807483,3.269915725930939,0.42964111951108463,0.16120620799539498,0.03810710477990742,0.7760817522612895,0.16028494445167613,0.2551837414841988,0.11671782106489892,0.0,0.22689285462768252,0.004058498147793077,0.27725812670234046,0.7437601751780197,0.15259609301979432,0.008665029232663268,-0.12763952105190637,0.10198398458821475,0.3201895647789179,0.15118325618080186,0.28645720837538685,0.7854105033573191,0.09656642099274398,0.41329817561881,0.23559140522915656,0.07420834788958289,0.08145861413675293,0.5214775839227496,0.1386111891207949,0.30280563890966733,0.32711354928576575,25.618364116245647,0.4869764966515091,0.19952285687364169,0.21387508093291357,0.14324577142475972,0.030801369097947645,0.08888736825493632,0.10916188115116705,0.3520016249537325,0.2473387165287162,0.015083423870817403,0.04801797194788299
3,0.029126296738991503,0.20557296215969406,0.526106202125329,0.14797568589167232,0.26439350348187135,0.3661803902425891,0.22603859901730855,0.2584038661162975,0.23885840545389092,0.09139595837060688,0.08792565157433382,0.12163641127822908,0.00988953837112927,0.2494832579864328,0.031102163085786616,0.5831953407488386,0.761348646166724,0.46215805248857345,0.02290429420491713,0.4466627089948322,0.20171971986454812,0.12041371438817802,0.4449571875656698,0.0556134010991353,0.583350749154868,0.19869546701317306,0.034348949272189705,0.5045126214105,0.4393962137219247,0.05525541252602001,0.42936441078244636,0.11120998646570858,0.004006182966751676,0.45907234350325643,0.29062845164115464,0.500494649370538,0.055446872655683016,0.08147578543541187,0.13255975814837945,0.27931872804576274,0.06284669140898042,0.3995530145449998,0.40774530971337386,0.15135029673591327,0.17911576380031322,0.18467273649245242,0.42638189204505594,0.0794361374497896,0.29474776493883714,0.4894915331326356,0.37651603729950706,0.5452533384932851,0.36616612712074015,0.05363949060960066,0.0750965133211689,0.15847630046259084,0.13571511106868414,0.0036963039082391347,0.2693542474960211,0.06389726030065773,0.17053442698524524,0.03399441098237872,3.413746609038964,0.6183250885950378,0.10938656611943443,0.020853107163707044,0.16014263547552043,0.1683286669929391,0.08982084924974221,0.06234054647237609,0.0,0.3158892076124088,0.36946334518795426,0.1336894522562197,0.3636940869473714,0.04400001888773532,0.5851898157107626,-0.13862367217671437,0.17601915605712126,0.324751363198021,0.2163886284081128,0.27527926114597423,0.4736090775661207,0.4233826485839952,1.0354051213606406,0.3784897472213746,0.46556503599426546,0.1612818582618366,0.5648426329839704,0.20467703982677554,0.09708564315259868,0.31243178713467423,24.626000418508575,0.34139635980557287,0.2608960221994685,0.5464318550259017,0.17812423980267938,0.14808234774622275,0.11995913479233464,0.4520471717166342,0.06381275917745255,0.18599815055078606,0.38804099384508156,0.2527004577155359
4,0.15711123230818558,0.10486171429024704,0.1890856565269725,0.5608843584187698,0.10310957122472462,0.31072944183762563,0.48358986376430885,0.5420678116217319,0.26201371222299247,0.1593959286463437,0.009981803234099251,0.4124834416441354,0.12846157206856515,0.4040453161304794,0.08975338274728473,0.473456315503498,0.08570228859110565,0.0062301599054838674,0.28000345874660043,0.47376611120005807,0.0027638860443708196,0.23790351008028102,0.9865346826065502,0.0175212885196957,0.5493530627540455,0.39306924154767986,0.10525455348440538,0.17353700094994917,0.12582996389753823,0.43646203353302343,0.3106661320230252,0.30961693487197606,0.7814239207840539,0.4783071840662735,0.11332034088610071,0.8121041610090607,0.01886370828553277,0.24697757873887918,0.12556299435963103,0.5725277164237564,0.3991225424012769,0.3776592356411699,0.5162672409420297,0.052346096397774045,0.24932010057680876,0.1882539896063915,0.027875274729348837,0.0660131870670157,0.6593634287837553,0.2125176609493421,0.04786573091710819,0.6335589738760026,0.8674835557764892,0.2103190353889773,0.49696779615317654,0.021613330736820105,0.6635675368118645,0.5686105385775526,0.079177368374967,0.37866292293121045,0.5462002454896728,0.301597423690631,4.125130367893691,0.37282882070712386,0.2684028398937096,0.46710190954346614,0.6044030398724477,0.5745465976606895,0.16855645955340237,0.5145617311586825,0.0,0.9300371940022683,0.18605926460052002,0.16489138073936466,0.2186408994197562,0.8368929678365816,0.6500790730867391,-0.0028490592400382013,0.09287621532912604,0.8020222351108326,0.1608629376296935,0.27068939177893414,0.19361810397519863,0.6910763920881104,0.20426456421286654,0.19528151816447242,0.18335325463756877,0.06280920368753648,0.15275428030902732,0.16479352833595395,0.13998572488863414,0.48067814797025343,1447.8921006354292,0.39822446352436613,0.09773516180139774,0.346762173861546,0.022099562009497364,0.11986120640848164,0.2705334486334656,0.2595363817787544,0.8048962599802518,0.3544999970607431,0.41913803010087514,0.4227810177823682
5,0.3890782059689426,0.17608502526289602,0.22351198549358678,0.20659336368832082,0.5396165731023206,0.04818706385643437,0.07084668231309565,0.32368156210356924,0.22061014064277007,0.24764114241287233,0.1908636698469872,0.1076233983756347,0.21979850691083172,0.24846247547886258,0.017751834576230113,0.11924558516612564,0.37206113187673484,0.1543599665324472,0.08753810486237112,0.3336669394027275,0.24632765325280354,0.2714047010570475,0.6295930393643681,0.45641392145521537,0.5103650124002485,0.23244710796044446,0.534117496000639,0.032953828316860945,0.22661010189501463,0.11794619109289983,0.09179161142770434,0.037808497204547084,0.034209772623833984,0.548556802952555,0.4360311535553024,0.04355937053918146,0.36100702996823186,0.18438508950190194,0.26477276946255757,0.22373867086795468,0.4603977445558469,0.31589459077293003,0.4710537180908976,0.06805944968087627,0.11911774117289281,0.05020775634519406,0.08169838257504003,0.4709995256438604,0.32210110685367505,0.3207160121420495,0.3662701930796285,0.13643577121280354,0.26626752815716226,0.4895898332024778,0.4451565087119038,0.12838851691441744,0.12955595068403153,0.11308924818407062,0.1013671359881515,0.39467740093190873,0.10283804682433104,0.3070621291031175,3.027720952099502,0.13047109604463822,0.23942964175822112,0.08459404776549237,0.4430460282435369,0.17146418027616533,0.023472196264372407,0.007640537075374265,0.0,0.13159377079343665,0.3224044583555028,0.3260155096846213,0.27507781829133837,0.17138543264621814,0.17584892494808183,0.04272286439591575,0.31463532492557006,0.10703581133122034,0.2371749321346611,0.012412863645714006,0.4304484230269435,0.3612297100231979,0.17623520242460522,0.2108907927037078,0.285002484939098,0.0506472565585126,0.03989488124612192,0.49232306385663305,0.29427674320881286,0.37531842330260345,70.86886600208736,0.8136800045641437,0.18815889004102737,0.4457746285837113,0.22961652420183223,0.38902927008623467,0.29398702084282213,0.05161247619047846,0.2855568123747548,0.5395817092246149,0.20229952917341765,0.11009550779508596
6,0.03236677559595283,0.12934685486344932,0.0151567034235075,0.44786935386850296,0.0071759095084869,0.0992717270522879,0.23103981190934794,0.053445820819551224,0.3053095984802021,0.29728072331143957,0.1351192573324421,0.22293026127569443,0.09441620078462809,0.28264612927819993,0.3893858299152927,0.5531575584034392,0.3533363373894109,0.16563867615053895,0.029580846177962666,0.1987509489328406,0.5588930587864331,0.25266970543498146,0.10254794987237115,0.09374409301439546,0.08658383693731914,0.2424909219080089,0.1567910503368403,0.17066204452468217,0.07521903815916262,0.3845133405500042,0.3643345979021593,0.1744105341532156,0.03228215711925457,0.1307430321830615,0.48175374076096783,0.5140851065047745,0.3750643146770277,0.15279675715745636,0.2436869664699895,0.6480825806680286,0.06429352928531393,0.9666187398847488,0.03963026526373513,0.18900309144402047,0.22482349604454738,0.00813475760994406,0.47490423684304683,0.342256136511824,0.0862023351498135,0.5588998295320518,0.17785557710737337,0.0183377186562588,0.19838944221471647,0.4482024355766504,0.32917406625557805,0.11956903863902904,0.3455699735400628,0.2518008629071452,0.14976160008780678,0.08049667182971704,0.26637737911905035,0.26492965475853336,2.8140456767357405,0.3568071888724719,0.35920310277972994,0.007523274657080664,0.14503629654209751,0.5400435628624368,0.023876695051312735,0.12342907665181445,0.0,0.4309990426726481,0.7988853902016673,0.002455826629511198,0.33123932381326837,0.3088547386221703,0.14043767691692652,0.02685805176065329,0.3340762831513184,0.06759355310801819,0.33647269893556014,0.21717458834568282,0.23857249628304492,0.12081424687954047,0.2700762819453571,0.5671427384581161,0.28548977612759713,0.31070705859805414,0.1106622524298457,0.037216751207760856,0.14972591825818346,0.3430576672727761,104.77475067116679,0.07602069318167876,0.3532438415289616,0.37258904973462403,0.19079015057449603,0.10990865086693496,0.14176522236501468,0.2035022559537346,0.01731241616336977,0.18784242393944636,0.4912365292890341,0.24082244715230947
7,0.1064115005141548,0.4499418899116779,0.3583912957741028,0.13445164382557123,0.3344591182532929,0.3740013280689555,0.28095277928909834,0.14366400357198444,0.08284374894522427,0.17845934130424568,0.33816624454499233,0.5694758379224998,0.15057920474696146,0.6659480198398681,0.14973080277027725,0.0772600615880778,0.033104166174913685,0.12297539986877219,0.36809952082995284,0.14642449369025276,0.18749832830766908,0.17644056623650828,0.010907053941716427,0.1471700475375498,0.09241160327328124,0.653279532455524,0.6379564555258672,0.19342839096173012,0.19428732461152748,0.4099008063252557,0.21742852498773688,0.20196455825429657,0.1932171562437643,0.48796738465275163,0.012488455394460404,0.0488968073817255,0.1329226759607883,0.1640263955591756,0.24376868336405205,0.07859917756156232,0.12396191004385847,0.3107745118416382,0.3544248582031613,0.298564826949639,0.2996618899237009,0.04751627912074291,0.4697228172316481,0.3908576327899387,0.25366917281201656,0.30940741215538914,0.05875738720888714,0.29385169337024003,0.016669373090045583,0.1860154768992484,0.6136827104873764,0.28652835008404925,0.17756076278518784,0.5859186569715245,0.0026031293689040697,0.18653394831619613,0.271414715172496,0.0197779412801668,3.29543715033687,0.28490300542360025,0.3339241711547061,0.5204920333593046,0.5658154443981354,0.09743586578900879,0.11779516114452762,0.3429600837991901,0.0,0.2609331205951559,0.1405385448799492,0.1118684906568257,0.05436345938882378,0.45136129546610404,0.3776173791542171,0.18377887914900107,0.29037265244304583,0.1064099744380539,0.01443090264769134,0.10273535179962481,0.25391505769208045,0.001333859005686111,0.2975744735471816,0.2344954888844527,0.8254502048231507,0.045069772206914896,0.5126619546364275,0.08054436754976896,0.07747491680748338,0.2158049494412304,17.93153362125499,0.11718439932179955,0.08526301809038084,0.1358311897506433,0.3032566348728231,0.33398657834069984,0.6240370775436792,0.03655063855864066,0.027973595848801866,0.14065656952731165,0.16466999619205253,0.18075258958904578
8,0.6813105492312672,0.25113837546263207,0.8273630239698155,0.20966348000093019,0.1644893838350499,0.031317338538300876,0.14052772627959065,0.33155217473580384,0.0455310848955473,0.525596572902868,0.5811256056496944,0.5700393343363679,0.8391971296639341,0.07651941516279487,0.34252298596354314,0.2079170007294008,0.2727057892332807,0.5579619711096035,0.10067216639167378,0.569662584690029,0.401656510300403,0.5465526488852832,0.23589714115802551,0.3616150053761863,0.511060202306711,0.41249081201986193,0.23062019847428217,0.1032868187109019,0.0438349183978351,0.1440841521495249,0.28394979867567444,0.2233008504157311,0.23983374016631506,0.10861407009468452,0.30245403853210523,0.26817957744219534,0.5145027142373503,0.39956459424081137,0.43657609742664344,0.23969064812839347,0.25304764251763084,0.0586427794730206,0.3084213003644218,0.08441938188574072,0.21700667027492704,0.5294038123707233,0.11926220115415115,0.44467096481184687,0.46794978939139303,0.06282362408957903,0.4036529584754212,0.21283852421870375,0.21507513291777813,0.35520067352586765,0.28231627581673757,0.2009865565682883,0.028702070092394713,0.6338048924669142,0.5056696885108958,0.2870345264376533,0.29813180820462737,0.17127030514181624,3.888498107187461,0.35792955360050643,0.18707630591307267,0.21199699121308946,0.21013114230814356,0.21684656725998336,0.414385412176677,0.6071754778031039,0.0,0.18418260991076185,0.0712998409999438,0.12909044622013952,0.4133067984632025,0.18366744177873462,0.7885653501197666,-0.0009782624831192591,0.06217528395267152,0.17215356452118494,0.7339558584717858,0.19362901480221223,0.3718451221265805,0.43022214879670556,0.02543891120026713,0.2544379430218711,0.410449365293263,0.004078773777185074,0.04349897961148845,0.004040017995043853,0.9845260856956475,0.40527216469370464,3974.902619988768,0.35574983931510085,0.8309298271613904,0.20474711655681174,0.803235844645423,0.21380082545188325,0.578927707334998,0.357776645784412,0.0569783696221727,0.11593018594722947,0.026578635733509215,0.5302432401564849
9,0.37797427441717424,0.18393168698478124,0.1621247840450941,0.6563434631217289,0.003065425363598384,0.2486061187113918,0.0016636254059041664,0.17964814562252396,0.21679061038558586,0.026234538596647095,0.19266573306212942,0.16847109955750134,0.038137202736897,0.27685288921773404,0.03727236954722002,0.10353503249185732,0.00741357165714919,0.21422122562088905,0.25184737153432424,0.5435929864457762,0.5992476008626515,0.2584780268574812,0.36222269464808776,0.3396671146783586,0.42616533711915977,0.043721180353582065,0.0838159493293949,0.11923242554566832,0.6117220190228899,0.4864456659515053,0.14711027405454283,0.5151337183286361,0.5666986495199978,0.21354998975836273,0.2524544476010089,0.042938455059026354,0.3449335493766045,0.07836768597761717,0.04698466521030342,0.45067730116590976,0.01365204977126775,0.42681896218480386,0.22858846307876007,0.07148033872376083,0.06786300586348543,0.36102879884964145,0.10670943023501024,0.5314022462179375,0.006155809808715856,0.31542831056154974,0.12451800992230062,0.4631514194467429,0.42314023920189003,0.3177309536439578,0.192517414873558,0.23685264476405352,0.1673969258458977,0.45023371179970223,0.11643147486323299,0.11005937421429246,0.032816490796079144,0.4405061054476078,3.3888405300607904,0.0773804616796324,0.43069463553129167,0.14002476854549872,0.2130427869940334,0.1600140097073312,0.08762786123017813,0.31537439444437737,0.0,0.11183356139904702,0.48088759659234437,0.6901077429246878,0.3999206840077053,0.27557232921758235,0.39829061937227617,0.12781670812059442,0.38980783580228473,0.2837174705427251,0.030995082415566852,0.11587897642172285,0.24567457898580836,0.10967845831459618,0.19019430079214278,0.4138664634618082,0.6218196229040027,0.34226078245459873,0.3178704248020118,0.6050013260264203,0.18284852309519758,0.3774524450441486,26.51328280856237,0.17473618267402422,0.30165990950116417,0.15592163730309236,0.000281282594395027,0.5773762666678317,0.42383687664173264,0.3791007863762722,0.17861631385884608,0.01281652326344343,0.0793232639028349,0.2872993719580397
