,imag79,imag11,real09,imag05,real79,imag21,real75,real47,real95,real55,real05,imag37,real19,imag89,imag17,real53,imag35,imag67,real43,real57,imag49,real89,imag95,imag39,imag23,real81,real15,imag07,imag41,real_power,imag25,real39,real63,apparent_power,real61,real77,imag13,real65,real13,imag47,real11,real29,real87,imag53,real85,real35,real93,real17,imag29,imag99,imag27,imag31,imag19,imag03,imag91,imag69,real69,real49,real91,real37,imag93,real03,imag71,imag77,imag55,real83,real41,real59,imag43,imag75,imag97,real27,real21,imag33,real45,real71,label,real25,imag83,imag59,real99,imag85,real73,imag09,imag15,real97,imag81,real33,imag63,real01,nonactive_power,imag87,real67,real51,imag73,imag57,imag01,imag45,imag65,real23,real07,imag61,real31,imag51
0,0.13113977915703556,0.5401400593403076,0.03336214386380382,0.0013996627789330668,0.5613377180821936,0.5663301870688896,0.20206294535579475,0.037807398762713385,0.1681023429238468,0.5478968936381727,0.3320681610756581,0.03580246482746362,0.27034966563533397,0.22343314359195593,0.9215634589514969,0.4355963426450714,0.4834184162026632,0.324121626688768,0.07195303168564264,0.02939452835698266,0.511650092420449,0.3053495675993191,0.07814529291007209,0.5007954727258948,0.11756327170539499,0.46718339053007335,0.45907261181116366,0.3921471333893135,0.11797535627398441,0.42963789027927,0.08089068596686555,0.24878742665400533,0.16012534881376936,3.053273389651864,0.02339112007738159,0.2661755291713644,0.5171336516593263,0.2525740216426758,0.1818956452474359,0.2897964345024961,0.26219192945309144,0.28616255311847116,0.40477576400755994,0.313806453656214,0.2836752795634394,0.19318949823424922,0.0509330055249681,0.28058800655651583,0.02628823291481429,0.3577759799320806,0.1715930841553681,0.46179104428800277,0.5103862762926736,0.17047324844057174,0.21902618338418445,0.2822282579002994,0.34892966294784117,0.0041276031826818355,0.482826599816955,0.14909931095860265,0.036494858363381455,0.7408992020187306,0.019499826797033812,0.3728526313959167,0.06722901133624429,0.277848684909084,0.32334411258740414,0.11959944269586265,0.2615285031427591,0.7326802035927934,0.34613050511115206,0.0993468346640328,0.22503486813661214,0.7630824468534229,0.1480087082055364,0.08841993980419094,0.0,0.21824733518397796,0.043029323465632985,0.3121329377583114,0.18470401742265263,0.20188987315275908,0.4721349021912845,0.01618403133274378,0.904104468469407,0.11149802977419426,0.11126956232829732,0.16948696272230637,0.19866423085217316,3.3671613523149047,7.106620385988764,0.07720537655429208,0.41026836910849895,0.21068334420834972,0.21588911623921012,0.09073985707794655,0.782066979726344,0.37788548492313456,0.22124109838408496,0.34289669976979625,0.6373338447578603,0.02233198461025987,0.23654027606182731,0.3858407869300505
1,0.11296087511288799,0.17178852701013905,0.17856676114231262,0.15409371205013894,0.6564084112812716,1.1011279040139903,0.07485513882683181,0.3969111158921727,0.02749963522894182,0.3386941704357948,0.19167662925699946,0.11610549533789838,0.19694693666174773,0.30088179706215656,0.2017500311171987,0.5150847263789082,0.2446341827619826,0.3138473762914245,0.1579156911164013,0.2502120765227944,0.07246725368390157,0.3891846238024783,0.21261398406051013,0.5995543245982085,0.5085057474742155,0.03199242493553671,0.3386793782200037,0.5923118519575848,0.13856857811742096,0.43927614903750967,0.057003902641594856,0.33866132714458047,0.06389764879308363,2.8479001524465186,0.31237368852106356,0.0528159739090768,0.4473137047433473,0.1486933275897901,0.4824403569681966,0.2951484773102874,0.01935832768926596,0.8141366028679856,0.354066258663339,0.1880842246252319,0.062305425391306596,0.15010779379423278,0.17031090661113343,0.12318391594013492,0.12800744594632463,0.29431135446263484,0.05445687042698191,0.29063847373003365,0.5333897242399734,0.5875050862090778,0.3168713351109672,0.16682833040849504,0.04861865658293742,0.15559149261272967,0.18354893878852008,0.5949146742565969,0.18320409433131246,0.28269891825311755,0.0014194194928979637,0.31024753010908496,0.12840128881671428,0.2835759481430412,0.05299759634799371,0.10794462197938427,0.1962256258554465,0.30712629089533705,0.2576728643962379,0.14074756798600335,0.24000340513246632,0.011567872617819108,0.5406438714332202,0.21091990658779436,0.0,0.784388830233082,0.03902187528570515,0.32748503556355024,0.22720438662165798,0.20972078788512996,0.4380293194013089,0.3718507915173094,0.17488522483411714,0.11458888056984559,0.14723999198296617,0.7247220661906844,0.21253373786365382,3.0204667685753925,6.483165905288741,0.01575965241459354,0.08854606505993057,0.28217420264734294,0.40059477660422915,0.11126839052965226,0.7543328792081101,0.1701377918768516,0.050409943498509996,0.17989652806178666,0.5893118688664223,0.7010482771976114,0.12142488254991467,0.07111905859862873
2,0.3096496359614558,0.10035091406538901,0.14982734356533045,0.28498291480731563,0.29131498987328797,0.19417787125725453,0.12348468582636779,0.4273167392560559,0.01815115064672035,0.5115321806419038,0.4137181355480837,0.11704589116349949,0.20448174227502364,0.35495697205480925,0.22911957813441192,0.4825259521030029,0.8171142313341204,0.17231902433188445,0.05792855014696399,0.0493004731802856,0.20412329038030178,0.7014827352089722,0.000673477718196619,0.10617717004816066,0.10580486833943792,0.21258051593430244,0.2687216998783767,0.0831766009217241,0.325647639191753,0.28243005164121554,0.03194899003001797,0.30447429355617794,0.16132332044474043,2.7313943488870205,0.0473106245989352,0.11459370716931966,0.0470526727973654,0.05960260931995412,0.7207638243091486,0.12930031210071913,0.47185430282844,0.03969415986728903,0.15804958960835525,0.11974824520695554,0.06820821927187432,0.23120307498226936,0.11360987202932679,0.6328330842024101,0.23741363804611657,0.27780165334748774,0.3750397220551327,0.3255741505340197,0.00929167873291857,0.1653549507679263,0.3492172661365982,0.1503145912347716,0.052716697113472266,0.12109064429813535,0.11956599816857044,0.16161327101996045,0.22651761118582556,0.19563199828270367,0.07531382801093153,0.5693127040881651,0.33110222514120946,0.18597095832941435,0.10835619904019003,0.057714281546537495,0.05751489374433777,0.46682447831126783,0.5150706152557086,0.033562284926985,0.6797277793586666,0.5693894806060378,0.23745156797975397,0.05870619359836438,0.0,0.7046514114747686,0.04925361065461192,0.2724415288131702,0.020727857665726823,0.09239862865773019,0.08815585614172483,0.009030764217772047,0.6375273871240213,0.008629138062715869,0.1164306067777967,0.2699510759772086,0.02797216050285163,2.678779163147417,9.671047160225152,0.074340532038624,0.43499956415070107,0.149759632599804,0.19484582770842684,0.19870372102514283,0.2577582055192662,0.16991638546737362,0.020369238430901826,0.17335089436485224,0.5208718111394511,0.2605282669656852,0.7704900423523735,0.49774373859216037
3,0.16649701296612857,0.27035972424227905,0.3863251031101691,0.009933223264144544,0.1623498752788593,0.10627545786318665,0.3313527708125321,0.06752522038595402,0.11058764955685356,0.029158503963505278,0.17326773696610814,0.19810568369983067,0.03335955678502249,0.36853489214812174,0.148159137040438,0.27956198524131215,0.18129316874313017,0.13128593261993154,0.23490630742988108,0.3043416951009564,0.33317048815845707,0.04926897614558001,0.15799071489230793,0.5203909704448844,0.45475482676616974,0.0938945525604362,0.08963198228428393,0.3329731258845792,0.2976629971555664,0.344505784335577,0.543555852852893,0.4075543415422468,0.6550870733140007,2.8260845014129616,0.010529353165076333,0.31439594102975355,0.35860645938050595,0.10736394054643303,0.6234867176202558,0.13390350919425797,0.37517681777975337,0.0842941414221984,0.30905208014279095,0.08756685531686047,0.16939323749409474,0.41643787662775356,0.030247904652308755,0.2614751748155776,0.49828222558538576,0.03044057920227819,0.12950879527462839,0.11285587973759519,0.22066254362025853,0.04462721218219165,0.01790952057400011,0.10738608941846424,0.09988005479208989,0.38006901744993293,0.4653662114385413,0.1170967292671925,0.3371325669349649,0.19737419213382795,0.26785061524650683,0.0917336819796706,0.27041244294967326,0.007639156583911594,0.06968252293324681,0.10459549685968186,0.056200284610877616,0.19926974196244793,0.12556433102826328,0.13814032541153626,0.376443250127171,0.09850497453544088,0.346785445861473,0.17953346174695747,0.0,0.4749241042642367,0.30661741731885894,0.4544800626530154,0.14305908997695105,0.1624969297279354,0.41566842404565923,0.17519635457684696,0.11001074780826615,0.1913937281847542,0.4660267389866153,0.17854196992153282,0.16509783486899926,2.91054906041437,8.203300582785346,0.3759262308529434,0.0225773670015621,0.5830906324415764,0.4121571606382281,0.33733352022392765,0.30249149523239793,0.1868613176958931,0.36628318820783123,0.1659101296101242,0.4175321186624736,0.4392844768420978,0.09809414858526644,0.2686055128810302
4,0.008910268411584973,0.3276153750538647,0.15069971903126467,0.37005973652563434,0.25789657114509407,0.14322694418936138,0.34368346865009924,0.14102761002683123,0.1538973054460752,0.20859761581337566,0.04942198591375122,0.09986558082276267,0.28560825070859486,0.06103628173488229,0.06686241647195904,0.2276010426768555,0.021192658731716496,0.005942664110136331,0.028398437210792604,0.21608906847379483,0.900780177624005,0.3933000904153957,0.19124730145325936,0.03050919926778037,0.5077258913014875,0.07436705733043432,0.13018219037539414,0.3135420874356719,0.10583239186925032,0.19854890608348047,1.0151766260408834,0.31944527165677433,0.6071046674112572,2.997425425183071,0.2679342549846196,0.04353910327543079,0.34340414652482026,0.2040783539703208,0.39836405608481973,0.41622473037292834,0.006054358636483376,0.22847181826736576,0.06745852014033712,0.08960686555758707,0.10050512224654745,0.1392621946291004,0.003129655042414664,0.1328064080096727,0.5004904577472137,0.4560660524075052,0.3869584663465588,0.14198977236495905,0.582797138399197,0.6411345881665571,0.280647858217724,0.2989423947649331,0.3545183333548791,0.11039443208107741,0.29159338588132716,0.09413188716801546,0.16048405343693337,0.14762348813999326,0.539623119775216,0.24714405021122837,0.04249586030046992,0.11009548527326263,0.09891013392575332,0.6266852881359041,0.524437240766789,0.0043879158625257375,0.6184417842075438,0.29563921090951706,0.1072532954502124,0.7474773036401332,0.2820551007490976,0.009337895875286856,0.0,0.20979442552603714,0.41629467728804614,0.04837795663264745,0.18544387877722435,0.6108676782897712,0.16864581164482337,0.562376122222413,0.19813022335113095,0.08764829277228328,0.23034756511457305,0.08253414042536927,0.07442637087225754,2.6978810298200173,15.096660486876694,0.3962989679547167,0.5227181501876854,0.1582207969837755,0.2187714817501985,0.6818610494870665,0.20647125021132784,0.29186730754426005,0.38867602790945577,0.1264929671917073,0.3573457826525279,0.024627783112968347,0.0330025945711489,0.3225841068524606
5,0.2789158173010815,0.15266992270626284,0.6887809201107876,0.19961162503039626,0.32383338112828136,0.7420007025764783,0.566422380812365,0.11231922153258211,0.3034754821679513,0.32194547608157775,0.2848871878708725,0.5322413921770373,0.08364949141002831,0.21737391982527826,0.5798683018282923,0.0739225476883511,0.11897422920724286,0.30343374622528063,0.30247467390656624,0.23765321972259634,0.1708474672241539,0.20339067562018176,0.02202150790099497,0.4125122565006234,0.16419252988049357,0.04260011782670292,0.46732259006669663,0.561509024899929,0.32604026656840146,0.2716397006817024,0.010313381758790305,0.8106129055205622,0.4244637911028339,3.533885653493022,0.5207539508657615,0.2704628845323107,0.9722247599969585,0.2080804046069273,0.7943101872513061,0.5145874924536367,0.39956122163583485,0.4027885411067556,0.024179547373778754,0.19993865628848834,0.26940420386667085,0.28036838517457474,0.17924820985750026,0.3310384888757264,0.44144197976517807,0.40572096919387257,0.5715803520701555,0.014298690855745498,0.6709204773847076,0.8064021523017475,0.3710514243912217,0.05775466063892135,0.27337136314046684,0.2994599222548503,0.3506892616340921,0.5888435226380313,0.03862369343601413,0.12964628706123832,0.009506886777365442,0.34242040777558,0.4389100052976173,0.5388754810127488,0.7536689961219758,0.4906897542874302,0.17423545891828618,0.2560218455139371,0.06139637086175842,0.20304970968635505,0.2380375905490401,0.21754118332233272,0.24411012624993159,0.16121971443213484,0.0,0.24714850874729427,0.6276750636406846,0.46375922816952775,0.20021054920794734,0.017027508417737314,0.10308598681754368,0.0986877685842999,0.593545014790136,0.42695003995374153,0.3146363687410413,0.30840874199909984,0.25128886653387067,2.8132618101306135,13.00945938544492,0.1266720993949626,0.10605715878442155,0.17866922387030057,0.028526427745658556,0.4868283455380983,0.12377957958215235,0.14611803219924474,0.06560247410811602,0.035726329591762265,0.38195260887835625,0.5890467016227237,0.20381468333579633,0.6104111110215708
6,0.1942505392996073,0.3401838601563105,0.22666613015300524,0.026426697570433963,0.17052639668866382,0.33438624500865244,0.10544879395475476,0.374985200642456,0.06879871652487932,0.22280831142130236,0.13211087236528915,0.24876802662979153,0.2785401087207295,0.21849213951302227,0.07445016609838351,0.08790435250891568,0.30518905858746176,0.16599622419442828,0.37235385145358035,0.33646499709195754,0.3323436351430843,0.1410303760711913,0.2760000496560637,0.46567753804508777,0.5357322982126365,0.25519597970788327,0.11680380850188568,0.3261869745639111,0.026245212188150617,0.17815549066097838,0.11985561869976208,0.29281939618471187,0.13829155615102184,2.7987582803096496,0.12173112212493412,0.09385340665518363,1.0584012803774325,0.24447658902335165,0.01462179011522205,0.03195635328792928,0.3628321786458728,0.43732935918879345,0.3438022378361487,0.10629601963149388,0.5884834699610633,0.39460069231181505,0.1327018798998136,0.02828764256710816,0.22774903869923901,0.25781113680393064,0.3587367137224736,0.09598386311243186,0.09868077555600817,0.6072984690612901,0.229928004944628,0.080174026331692,0.10631378347388708,0.02904918373393367,0.28566980180460183,0.00757431621570652,0.24143250193628008,0.22912733945986563,0.021335527586821182,0.01757186636010727,0.4898447589171404,0.14148658602693204,0.5904520247083358,0.1832301788383623,0.3077933622272054,0.015392738899669745,0.3273012056288351,0.17569052626660975,0.5007585247736441,0.0777106595512816,0.10841565933472253,0.0804711807361865,0.0,0.38352603736626795,0.3292974711221126,0.06798678666932767,0.1817255870820096,0.3432312704968123,0.11426087563131283,0.07769836049486854,0.1888808819371151,0.030498354489574844,0.2445842718051986,0.09250071268630763,0.5026560168323901,2.684378207455354,15.709638080341607,0.13766076810513456,0.1994934572535568,0.237741773361759,0.2417076257311378,0.07540518547032116,0.4867668850708897,0.5682165348276449,0.2094239889182113,0.23026349242438324,0.33640260831546664,0.47448269032454965,0.17935531141993843,0.2688489562087789
7,0.06972501809042168,0.5138277142977445,0.008465889262397774,0.2238951620532531,0.323376544838111,0.22995447182453121,0.004374328749477963,0.43194983318842756,0.060198444506868204,0.4851430083351996,0.43572120526614144,0.0894189559423704,0.05412367779064309,0.1726961525093422,0.23049225049619856,0.021498127206419915,0.037766406648967674,0.004937988730226883,0.5745258891176473,0.345923195012083,0.22280067483986782,0.5028982309858805,0.04670216096830104,0.20417716514829798,0.10761032619810351,0.07329553486619869,0.03406145311678688,0.17624231464636309,0.8254436621902694,0.3998392625338561,0.03451231402137292,0.1028233039717166,0.12587070013511367,3.3225702779631563,0.2555202186987232,0.24797211285507875,0.602475582661364,0.29292131869593785,0.30575154203374455,0.5119674647865425,0.27532805169797847,0.5508053869702836,0.43701912550962585,0.3764297973884743,0.22084943149172992,0.16971872491577303,0.5465312191486447,0.36998730209678915,0.1189800083841212,0.40082751840696984,0.6049426198451826,0.5411036071490756,0.3802524851211582,0.3938887814278032,0.48791327991759437,0.1109626153027653,0.028847904786368256,0.3519043309397938,0.08001153075309056,0.10976839212928616,0.16141700849346485,0.17611266091158778,0.39538345640095435,0.44746641140175103,0.07192940388784581,0.42276377936836956,0.21430040247949692,0.017522453378129133,0.2654126165768955,0.3920401984076043,0.05539150573680912,0.468662574904841,0.06290787781630819,0.1441890575734615,0.25058436354425034,0.1420759308728085,0.0,0.10008855105061429,0.019753035474676356,0.10363377761059578,0.44348856110215906,0.019205880305529777,0.4225185577836722,0.08877942949959683,0.31539448611449455,0.6134099660943086,0.3812690635932486,0.1625079301927756,0.07088762362032777,3.179874241645809,8.309764921302145,0.386570290319468,0.5584705510974362,0.2780016197706996,0.31261366387156764,0.059875140106097735,0.06856815185609183,0.29663358822812774,0.19117134545184516,0.3817185417216273,0.6655456112453095,0.1983395658481492,0.3320444609056784,0.0062237690345884195
8,0.12355081870315485,0.6440067228210047,0.06808427449284296,0.31307747547225245,0.13974439191386379,0.4973900603432875,0.005325000156814641,0.3807314836111746,0.6132003977160457,0.18405225123258862,0.04371312391570559,0.3023869526001969,0.004125735642469319,0.4316558584331551,0.06520015215108596,0.46099540177098497,0.40546194548020625,0.04020222664623532,0.35722496543678467,0.1646807345469637,0.08699833037727693,0.046891891467399846,0.08488194548984862,0.26316940625836727,0.2112782041142506,0.03645531440177918,0.27042966913529615,0.22171662047334606,0.1867999441409124,0.28112143744264295,0.33696698930767427,0.4622561772522288,0.27033185212938105,2.705810627576138,0.30223450305842503,0.018370886051301633,0.4749090117366688,0.4511021571063296,0.8430263789788,0.2640002700531416,0.025014092235652496,0.12731051410452798,0.16332311058716936,0.15983851911327102,0.24785438033147741,0.43042645369957033,0.1606959261363568,0.6265091027682694,0.17400286200269793,0.06259005223376929,0.1449584720416959,0.12613099680781492,0.7731256911380834,0.36974116218495773,0.060922308641892936,0.23021994065506868,0.23654870187241883,0.08166241968983654,0.30870976878852363,0.4179775009865183,0.061114012064591536,0.29172018167271035,0.10486721075661015,0.18776167997838408,0.03504073866579238,0.07575550316263224,0.01782802295126014,0.23543630430754803,0.0644397895401975,0.2560450401667576,0.14943931644974112,0.25706141107224223,0.1508680277073423,0.17899438682239574,0.22228837183161898,0.09819245084192525,0.0,0.7023742277846556,0.34478745533252575,0.3566541507041763,0.21252047916945194,0.27134408189207293,0.13468188047659505,0.12280158159915247,0.04835737889416361,0.35358253166029413,0.029690345503874505,0.10711790170115151,0.024906546194760182,2.9414151920144365,9.625059732871504,0.053209996659059705,0.13376111538877963,0.09065139474279002,0.004996196505922895,0.4076541076519018,0.5005029010516404,0.6151770366873369,0.41337232066396873,0.14099364316785348,0.49064660622060957,0.11888271389320912,0.07706485940548402,0.04272184501198968
9,0.280061819450389,1.0138282190196588,0.18878778024178283,0.06356927910277695,0.20792957857520883,0.5412029995489438,0.01969530718978979,0.016748369221699144,0.13179175568889953,0.16125821560309042,0.5199768186437744,0.019056599602951918,0.36837405728936157,0.34053223549938094,0.780694239300624,0.46007004733859036,0.18156819127981538,0.46793286256156047,0.27659650202547975,0.11595737077947325,0.552098976697055,0.2195893912269107,0.06749965633076914,0.2801946956990393,0.3270691983355435,0.07606369603940275,0.21303964586049629,0.9557893266823057,0.0008359849898538496,0.37688094707425257,0.016225524595843532,0.5194912134426635,0.2609209528800883,2.8109304703377913,0.24232501668102854,0.11285015785004096,0.5430000074677654,0.045550999575621476,0.8643324466236435,0.11163306721581687,0.11351276048115502,0.046496914631025066,0.32690202826098264,0.24886983534744136,0.0242165114475148,0.05188240619054446,0.1139945855691205,0.11557958850972277,0.16828219965071187,0.0673353838530325,0.21350067138191517,0.03860266017473255,0.5383150579018162,0.39992644236415414,0.25075426399408496,0.07204048553876322,0.23962842470369633,0.39444847070178995,0.23922767601610317,0.14003624926426936,0.2805137187759102,0.11879677878023491,0.06957700067023587,0.06753351142439454,0.24830872213707886,0.06373247681269617,0.20783495895197357,0.19290765933699133,0.0846029317710752,0.43113442746381564,0.2721451116872518,0.1586943535931948,0.5145992862279674,0.5961067515236241,0.009821790983965933,0.3354008533424441,0.0,0.4628937713233125,0.05347569012346015,0.3714545010476791,0.336477568115193,0.20481532802576932,0.17086433049089425,0.6674001784031396,0.20817629724487483,0.09691337946494492,0.7841394577201449,0.2838813144626585,0.07392872885846685,2.7314001892911244,7.45840428432161,0.03966117321772006,0.08630027778183255,0.3593119088230506,0.1924057775302209,0.1893565752432695,0.1912652556640878,0.152644451968078,0.4165870033937923,0.5087905441389524,0.15832640711020446,0.2332996452244298,0.06955635525142895,0.21264400236877484
