,imag17,imag53,imag27,imag93,real75,real_power,imag55,real23,real45,real59,real97,imag19,real07,imag61,real81,real93,real65,imag31,imag41,real79,label,imag83,imag13,real71,real53,real27,real85,imag75,imag23,real37,imag45,real87,imag89,real39,imag79,imag05,apparent_power,real35,real67,imag03,real73,real15,imag91,real77,real17,imag57,imag87,real13,imag35,nonactive_power,real25,imag63,imag37,real33,imag07,imag47,imag99,imag85,real05,imag15,imag81,real09,imag49,real49,real11,real61,real95,imag39,imag59,imag11,real99,real41,imag33,imag73,imag67,real21,imag25,real29,real55,imag95,real89,imag97,imag43,imag29,imag71,real91,real69,imag69,real83,imag09,real63,real57,real43,real03,imag01,imag77,imag21,imag65,real47,imag51,real31,real01,real51,real19
0,0.20711440413898688,0.28406299297346377,0.05780207559528977,0.17421216684722202,0.2580339070547325,0.45734118397947987,0.19778310649955463,0.6087272410321592,0.0003920798702857532,0.18822089847806528,0.3891474631185111,0.6273303976440536,0.8390285706698678,0.1333865657720662,0.09269304243996246,0.5549840092682502,0.20141381857337579,0.4779129318253452,0.08861724299100626,0.22308114484444427,0.0,0.012188842522647153,0.2668533510251081,0.04999615600560531,0.13719376273489486,0.5801158653899507,0.32019233542194236,0.36750220703545056,0.303370906291496,0.07718644671061697,0.1624078904527876,0.47600230706192403,0.9673400121432585,0.35141006450086437,0.2753181370126868,0.15552921492787783,3.252924717136227,0.08843628228260922,0.21355224724178476,0.25838265914182484,0.027916747476370407,0.025000276299807195,0.39026074967788243,0.36564483172435,0.01589308820741328,0.14684694946319746,0.09988170161390561,1.0518491608523872,0.02659141779266881,7.112687050904605,0.23302166822935833,0.9985989943926286,0.3909420539039316,0.2272246511327958,1.0161506701045324,0.07611885687005178,0.152618297303034,0.1689430577061028,0.03957180678477573,0.08080472151073362,0.35622195428569503,0.45258577528509947,0.01694611974803266,0.4837980828478568,0.25362533718870417,0.34233544525633003,0.4730181557686874,0.12732517151580725,0.3346324613860278,0.01373476732943002,0.45962195014201535,0.3376007484130195,0.2492447866590889,0.36810176388727284,0.24384758529866113,0.06780239580145667,0.0070317063168222615,0.7994793485923133,0.017566897249115313,0.1470928518633706,0.387192201086656,0.19729581854258665,0.05652846476093268,0.2235237081147409,0.2913910766093555,0.2774541455523042,0.2720730391684648,0.4038518975199987,0.3385290173893518,0.46112535143775296,0.2407066211012378,0.09825441474157373,0.33246004680755803,0.24211215099323813,1.5180850228138647,0.2459504079323691,0.0837977450784799,0.1957628126608546,0.036474598663706614,0.2629884371558618,0.2987913144890846,2.8220634315232385,0.27771043764212483,0.6504645272626751
1,0.027475839858052437,0.3913040788294284,0.01901973774289668,0.04966222355111398,0.1056399791438183,0.3922093940190663,0.3028846137066961,0.5642742730343698,0.09425366900125579,0.23420131967050392,0.25888160942570765,0.019621395875568506,0.46866025873227,0.1177041809867133,0.13827711362243744,0.22534811566871502,0.3876668935588993,0.409326189674655,0.5067802015379319,0.09152551878647071,0.0,0.2822948486966038,0.9204432644489343,0.01770560247631897,0.5992675405379373,0.23169317049965843,0.046796626890213994,0.3775235564726642,0.30823507976833836,0.0060102396263663205,0.13821537580075122,0.9793551948050849,0.2854175774743581,0.4364439628365633,0.2439902011628374,0.3228945230030982,2.8949552443063746,0.24561461833265452,0.34364814388904097,0.729575016640408,0.10511944909014086,0.1813166330862537,0.09096413913871539,0.19496076379491212,0.36971427601467644,0.3434992524447552,0.12152494496238597,0.9516689828264087,0.013635164865613336,7.381147133272497,0.3042665815806135,0.1564195530085692,0.1570973770960466,0.12573007636459205,0.22857013200936221,0.6515543907460708,0.2871948341403059,0.06072803458208779,0.06115723719425009,0.10412360365494144,0.15423113795990817,0.22375625184017567,0.3374727529433153,0.038013235087754796,0.5899015399068469,0.015054986952985877,0.1899801537579922,0.017641958256607818,0.16564485687886368,0.21645266042714753,0.024822663003940093,0.12015728003660645,0.3307285275918087,0.03578883465992906,0.06441043002771349,0.2992273920295376,0.17595433770347213,0.6043348549272607,0.02757653340885423,0.26434227893808016,0.0926249182050235,0.3448732837184252,0.13513363106741938,0.22448069117656697,0.08985221274187408,0.030702919067774115,0.22534542819246134,0.1853816717173859,0.3555026270554984,0.32021000706398994,0.1561515451305095,0.049453699125775984,0.05063495743143898,0.8515661865523962,1.3122187324698216,0.11047474346316229,0.06822996932919215,0.35466838646177046,0.4120195579910064,0.2432936407659751,0.1236696316288865,2.4034990412261066,0.20357673087846118,0.5561816863490867
2,0.05815247630522971,0.41753632943489977,0.27738124215298343,0.06486232914093651,0.5719812399444459,0.5754220386349389,0.22104419406863673,1.0492308422320176,0.7998199842762643,0.09953354862872234,0.23374404366624676,0.479144471652139,0.1823676538643439,0.23422654353369352,0.036769189689436,0.232087164643145,0.11513815424756407,0.09498706139509648,0.11103418198109906,0.03421999106675633,0.0,0.47961953325295226,0.24191840331690911,0.5881554026943251,0.14596082494009305,0.32725977756523583,0.3241526581570736,0.5410785139162967,0.4919269182013707,0.3587851666672116,0.3056378846422769,0.22560739711335748,0.009315471614867288,0.670762168314886,0.3328673560407152,0.5577638870489902,3.0450131285147037,0.2199111021238389,0.09450933122967148,0.6899093948220109,0.5828422352042985,0.1750678310791995,0.07499676916884992,0.15751586454515853,0.07955341790803949,0.5318548074071447,0.4795660706023223,0.3346277307472116,0.010852061156767248,5.291790936159348,0.2644778332089631,0.2273354044098973,0.14012682178642033,0.13574154117116138,0.327425121552549,0.10062109460539176,0.5188856887436357,0.2302677242316724,0.08587206596782909,0.3211393126610991,0.08388659355099182,0.09785451766480112,0.30027982724668234,0.0647297915218839,0.7623817608056382,0.2066046453204139,0.4523367663066212,0.17233181782077386,0.2327349805259355,0.24970518115915102,0.13599356088705972,0.23407713718301792,0.3982012196642286,0.3149791332017281,0.27086870034810206,0.31749658296795696,0.08938690689336251,0.2916403069582244,0.17511576490139313,0.10844711912015156,0.02899811097693933,0.3035095135721527,0.13166160457302636,0.40789275340042686,0.10103890496192125,0.10875837728749983,0.10531094267988891,0.10606789842013774,0.46659015951124794,0.4261041330336953,0.3766766665534401,0.07459650395868478,0.28455181337157587,0.04238158400158834,1.914747680258057,0.3627655899658687,0.04083719056745422,0.11732376387777961,0.5347047981163089,0.10228361253472823,0.09069168415871451,2.794761097315858,0.019757512965223607,0.12520149181747198
3,0.34061058524209625,0.013013926186638103,0.36495136843333764,0.470118581442108,0.3148181753164619,0.4899268757507652,0.3130871615137428,0.675319310496441,0.1553947713839169,0.19180820383227787,0.2457795933166697,0.1330636777035556,0.5090077674279128,0.1481257031344147,0.4110038002920338,0.04905109731118085,0.12865530262767594,0.3594570551160982,0.04210883077102508,0.4780117936327878,0.0,0.03387660723625002,0.5426323843503986,0.08531450660360512,0.48209889682165524,0.05593361688823137,0.17274542311069974,0.2813932600646175,0.03570366471260497,0.19224944050904247,0.3637868305663446,0.04990219854548045,0.11776118790657453,0.4318947169508722,0.32166287768242297,0.37061120920355295,2.9293271161273813,0.16778370241843682,0.15342733741839304,0.1721916067402321,0.12285447787962941,0.13722156039180172,0.13709588513290252,0.08461589161398814,0.27486350057811426,0.12710153855339168,0.2805101406390247,0.6629737731411844,0.34927816898121156,5.9791108859632836,0.08676540955569717,0.22245348183319913,0.06353498736763145,0.2849149536623838,0.5009517628721304,0.9839884425798707,0.11167470227901077,0.17474338077754495,0.21091649993221334,0.41846697724747506,0.08888478260296394,0.38533284087280145,0.3190349833061563,0.042693227541072444,0.4090196958824308,0.1521399213342458,0.4164129698392272,0.4734176237050975,0.1665268994737193,0.4131086493351871,0.04759348426068444,0.1343529203766487,0.27852619330177664,0.20332915767369475,0.25441943577725523,0.15538422433094312,0.4998713761867767,0.03024392411415558,0.057274840612756506,0.21757658106169897,0.14813367812461778,0.18939225627779716,0.13053872361006363,0.13739905452709358,0.3200782085519587,0.31622627798513053,0.08821065076063317,0.1809284600007331,0.2815257192832845,0.0775407031019078,0.0801547111530001,0.027311361222256594,0.11544972451031983,0.264729903981703,1.7019135141954482,0.4150156967886788,0.17645548717049822,0.03331487279920842,0.07556300955357581,0.0563179480664209,0.7324773014997011,3.0601715154276774,0.15298511463930606,0.029561274129793758
4,0.15082829943382747,0.1370471808403692,0.31687683505887665,0.13708553273674637,0.08649285636750259,0.3558433255467426,0.1471968100585408,0.2631330131974522,0.44967625111724385,0.38303612616934724,0.42234261994069033,0.294609629943968,0.13696731557512573,0.05675243934509949,0.17742778338035647,0.24546078858000023,0.03602813582066036,0.5372801991940992,0.021469407561663323,0.5714149333551026,0.0,0.45435890451501504,0.743928644712549,0.21483162969330516,0.239885045818364,0.03563336122503896,0.35493600612923093,0.026788264890007643,0.45808059734994133,0.12791050643203347,0.016027697046148356,0.22357510381227108,0.03740397249002672,0.33697108781315727,0.3928558580490799,0.22226826859271448,3.042643090317214,0.15400358501494646,0.13800445293324842,0.3656001465270924,0.6014835179689213,0.14226318068752114,0.12279736128622304,0.15230911514252385,0.48962930854268427,0.03819562485428479,0.004520667893505026,0.8070053361789733,0.17192516453667173,8.550513307063676,0.70002836167227,0.25065272130232125,0.08859050421166303,0.10322418029938545,0.05507723319812454,0.26316765655885027,0.28260813968950105,0.06615705343738948,0.19772994518404202,0.06028314990750011,0.41280704635325294,0.5538606713298193,0.16699420734620304,0.5023224720398978,0.41790667167267603,0.07216593984425362,0.15500875754878501,0.33893163694925693,0.07699173739183449,0.4409911276964321,0.21211406876328698,0.16579310471522157,0.38569927073201976,0.21233583639210538,0.24117028544973057,0.38159758600895843,0.024707520926939383,0.14291484157211798,0.4016102237092627,0.29490034765793444,0.05231809417747993,0.24586547962750005,0.5279294684706008,0.6251365463231058,0.029037880403238014,0.19242083952595213,0.029152511043655044,0.07053030744425853,0.09454349994954994,0.1053748744756414,0.009107270487486857,0.4095891668561857,0.11738058163249693,0.21785343112251443,1.3317520091539616,0.22293817905942973,0.3757394351269942,0.39673763792608707,0.08764214839537315,0.05789587745092298,0.38802004758219244,2.848502886001964,0.1690360916549423,0.9644189055408244
5,0.1317988805215384,0.20732319272248512,0.17629665460936372,0.38103189192598297,0.25353399750137817,0.5897689815168078,0.27186716733193755,0.13981532423567314,0.08906748066602173,0.5133025153839818,0.21432603628492503,0.11684844519392454,0.5936182647139794,0.6811004208231662,0.22436362107265448,0.52629789552582,0.013818170044751554,0.08421373119606089,0.22144717191770488,0.3204335710209045,0.0,0.5577741745187871,1.063537674754924,0.35393869410258827,0.05694515247730318,0.26998481761755033,0.4690377275006788,0.17895666640072194,0.1406161608986439,0.36455838594718726,0.14757660836539127,0.04895869095390637,0.041438807968407654,0.46634189217299193,0.18985958878500836,0.19664517062984754,3.089626451221903,0.45496692693194896,0.014085260374285369,0.24778905764685027,0.023193368821437632,0.2024390829095017,0.31211471699824955,0.5468725362587098,0.5897430659641393,0.16780581993174154,0.12603653093776118,0.20930591883318256,0.2037250188990989,5.238706252871747,0.5115462489218329,0.04425908898651837,0.22279597175090898,0.2499671842493233,0.2564597018978322,0.06398076883089732,0.4343232566900125,0.14846799126198323,0.048860504513593916,0.6086497326785913,0.20327540120872153,0.7691944799191681,0.4609819904289664,0.28108297932704734,0.4665791283465742,0.158704822416476,0.3283762061211263,0.11099211762646155,0.11416126065708518,0.41174462379977633,0.174039562657881,0.47493451703546785,0.2508520322449093,0.3100273370136358,0.29637712002956457,0.6257838708040244,0.09362079276120994,0.39758531741780945,0.17015501104686998,0.12329580109036777,0.22498568164550492,0.40060164018964745,0.06167062118652312,0.29017963639235955,0.26802161377555167,0.10953961080063324,0.326248422517455,0.21918153008289154,0.3375210030300857,0.5228465962308865,0.22044128246154907,0.16682538049612142,0.09753919386858625,0.21369062541299266,2.002187136405865,0.34349848041135644,0.30232558840754065,0.011302855152242816,0.0003912049251271442,0.5109228706960921,0.029937712636939784,2.175065825761842,0.24580901579348066,0.6430416080721645
6,0.41852347523526845,0.06174391299861934,0.27944941975615367,0.020848772895435075,0.2526968588034128,0.6214018803607473,0.26497418671737505,0.451708948133822,0.19389370142772555,0.14982968232978772,0.19798988961860983,0.2686211823511724,0.9751733948106069,0.267217863235353,0.16431019885349069,0.2608563065027833,0.0327159503465064,0.5515427926123272,0.07952083632150464,0.03171673964562627,0.0,0.1684590927409164,0.9096069653094851,0.2603246173746686,0.07935702999453872,0.34481247221960887,0.4248723384646538,0.06755921189688188,0.19583248824673455,0.13146156585738406,0.015475112141520295,0.05730971451575448,0.5883905164247745,0.6793331756387047,0.0005498325723636011,0.5522554111635186,3.063494877483273,0.29716357379184455,0.1933510290089723,0.03367213703370951,0.11854362219766534,0.27535741341047215,0.3621787452782308,0.10219346369102222,0.4806124183375304,0.46899904822038474,0.20119200504281043,0.10387409644027598,0.022760290661327814,4.929973619817176,0.17177490966249626,0.15439947342331659,0.2142249979921099,0.5158988563703016,0.27613650990050154,0.27263866481905763,0.07434073789766704,0.09308643286762042,0.25680367184303865,0.48622854112162917,0.08762414467444835,0.17346651514744593,0.1591166141975873,0.1615278075767438,0.46681110656264013,0.10446002849734842,0.005301635360260432,0.8861557649831369,0.08572993065746715,0.09407334505985973,0.3604326636160087,0.20135877908041155,0.09382370366474094,0.1730872970723562,0.13301695796319457,0.5554812981975898,0.14259592837300444,0.22511497316609994,0.03086371459139474,0.4799143440832256,0.27853375960509297,0.2484271900842328,0.12340167575373892,0.39985179076635036,0.2621168313164284,0.19074869535582634,0.1573113734429573,0.15649177630376132,0.24092257524484323,0.11798385464509764,0.2527292917208676,0.09526882300288314,0.29732998315275855,0.10290863084150856,2.1335677766076033,0.1957354047897666,0.2993659762653986,0.30400117683447037,0.40964262679695185,0.22681840612177936,0.3994765080934083,2.45604564955975,0.29208943770888973,0.4863758419840652
7,0.32798647426729943,0.05103190029792182,0.49613157700784233,0.36665950795593016,0.16760291266039753,0.46248580270431444,0.17118897582266102,0.36682083462343984,0.08100189420002898,0.16066376586726278,0.23382721056818367,0.02563606434889143,0.4864830617846084,0.6019651131149335,0.15331985313117102,0.21867754390584687,0.25440337410802105,0.04930593449573879,0.31515172514682444,0.3758334761657779,0.0,0.10072556174844402,0.8796605325187712,0.2564210835881285,0.27370251987140787,0.06844740108598585,0.1443182719983121,0.20114199810396627,0.44266027237397443,0.1880165233938914,0.32915838878844716,0.16266396194695154,0.24940405003874036,0.18273006792897212,0.42054609700013845,0.021134163301279506,2.943718485641367,0.014273996595914135,0.0773869993918764,0.00602352053844378,0.393097241559487,0.054344490923086144,0.4568872487151815,0.10419552611847457,0.14049384740625648,0.3863619563541303,0.029009161315982357,0.31403090804301326,0.020420152315249324,6.364992110954384,0.16344142473426113,0.20460346514451294,0.1502028948908018,0.17010330594863807,0.0910687423353807,0.07394058708521867,0.1491293077485356,0.06970259065403536,0.5455111181989293,0.23651666715978545,0.32161211799559153,0.205496642875577,0.1432940401690925,0.04403636462516941,0.011748027276303849,0.1541772098893155,0.1838215369202134,0.3230596094086581,0.012235707599013462,0.183643645532062,0.050229067978891484,0.010704937461247857,0.12259082365398993,0.1911936023694027,0.35975076213026486,0.23685758269678434,0.34471333155567085,0.15403008211504432,0.16528953358592452,0.10176526393336821,0.22275870119673497,0.12359714989149952,0.09083549293089097,0.11976777647586075,0.06635763252050904,0.09270558450253062,0.05911282516924285,0.15802991962199292,0.27496922873774,0.1525421950152367,0.25209138966466305,0.02385680965711654,0.004086218975857349,0.16943536757113925,1.6858952013241206,0.0571419997081245,0.19978856698323144,0.2834694705970813,0.0938213552063595,0.3863740590340963,0.2502931442440829,2.515241065928164,0.5490008222534064,0.4405943748679515
8,0.16477432566783953,0.2887601416268444,0.3388692442589215,0.46408793355261463,0.02127271702648237,0.4948761892911001,0.31746188600653036,0.1430657524838954,0.370577219684931,0.13880160882417175,0.17571871519823123,0.032945950587103146,0.19758145122610501,0.0783147655892711,0.32619936850074127,0.34683872657401305,0.1950956672437863,0.5639111933904049,0.6117997738536389,0.5839239582253873,0.0,0.01363335410935329,1.0806210591354108,0.17739161542342569,0.13718767628435158,0.20922288350041998,0.061836308626973924,0.32758262332194255,0.7258448686798463,0.1503395525027783,0.008038870931519282,0.1330488385223917,0.21777592051932357,0.3762264849886672,0.2059415974395144,0.08433841744260645,3.2350552508432857,0.5985939275552838,0.13688405423858058,0.31424926561823124,0.012016261212014406,0.22075134612705877,0.36316447403985985,0.09782853012134027,0.7780866582945849,0.220544797034975,0.5045282491995848,0.01918420992401594,0.39243956385812745,6.537100230013967,0.0920180117708006,0.2376589471651175,0.17928200758940147,0.361214894304483,0.07266773853654446,0.3302325756887614,0.2079799765040916,0.16538158143142623,0.7815034734677361,0.0780946542327911,0.2714465245175127,0.1537066809993056,0.25404803805472936,0.03803273449368195,0.5375502801240317,0.20717706432239213,0.3369127137278588,0.31889001389573784,0.6280497189601522,0.5476220921247771,0.3447558492642371,0.27245598825831674,0.20767950432921917,0.14455074297377987,0.0713078998720328,0.9759704093826532,0.5772718988901243,1.0538318879564905,0.4387526818441377,0.19267605011047584,0.4040614108577909,0.007236286027462457,0.2911493028577612,0.20368882600973381,0.2812164354085028,0.5713095500050777,0.19841382535390606,0.32891626911652017,0.005320948953289439,0.6257482732974736,0.5364629973303222,0.3490950263588216,0.35857857488786193,0.36428046067529307,1.8032161645400198,0.1687077018772064,0.5990988545039599,0.4728095417808527,0.724866707401729,0.22846299979785017,0.5763549280216398,2.4554615515055236,0.15302838495517612,0.9092146244315852
9,0.03041178406983394,0.09059780569877822,0.26489307253233707,0.18512439985633145,0.044934611433906535,0.5303818498611111,0.18447920011621693,0.21959174157367478,0.15918207271449236,0.3586042833408867,0.752829093033321,0.19496117850750086,0.5811295833135874,0.03603201520821711,0.05021917240012738,0.2123960958973369,0.06587087788867144,0.6490648714192205,0.20700868346916457,0.06589689303360284,0.0,0.3702130369177532,0.3835792239152456,0.2509687209735703,0.5538527346131306,0.0447244104677717,0.09591572915338564,0.6133347125759309,0.36822653544720235,0.1355942797237745,0.10490029570344399,0.365379834720032,0.1018483000014867,0.29015320505966546,0.5548054256681979,0.13734672225071937,3.2222695171505205,0.040529992827788464,0.027085226648735417,0.6619232238014396,0.1393070844952604,0.22825751311730968,0.04815574269572432,0.35936622212775005,0.7062828647391932,0.37994844306273,0.13319926862106307,0.41639645145428805,0.016314923609528062,6.075376670589921,0.32583504644811107,0.1515818360389636,0.17267706819376735,0.5968726556868877,0.39221057739224563,0.2628303049305778,0.760078728495691,0.38547038567108804,0.35087549104380156,0.37032568224223994,0.2326594080355385,0.4221173538275795,0.3694226217591826,0.5505491913522735,0.4618933408816336,0.21633892485783637,0.008177752507581376,0.08478004021945298,0.11629190039401888,1.0291862210830878,0.1608142981063454,0.258368010162459,0.06669453853599641,0.1658565773162001,0.04573158047659706,0.04998249185195297,0.254335520023501,0.19545452961052465,0.09430850142772905,0.31862175122169073,0.25491458241332576,0.11235292893179555,0.09246210960809087,0.4093845267274176,0.6607159980799822,0.14747169336303473,0.5670055901408454,0.08610204700862611,0.01869494341176886,0.033363529100110347,0.08404710552196674,0.5436953772241198,0.3229015163682846,0.16898593207274337,2.0224207761853243,0.011340067295515288,0.4213638416328074,0.24745894582294692,0.10693144285842823,0.06741001703769187,0.23496869696139766,2.851970631563572,0.036707647112466935,0.26577131189152625
